user_id,segment,avg_completion_rate,avg_episodes_per_session,total_sessions,favourite_genre,subscription_tier
U004924,Binge Viewer,0.9464,3.1250,8,Horror,Basic
U004925,Casual Viewer,0.7500,6.0000,3,Action,Premium
U004926,Casual Viewer,0.6045,6.8000,10,Sci-Fi,Standard
U004927,Casual Viewer,0.7456,5.0000,9,Action,Premium
U004928,Binge Viewer,0.7602,6.6667,6,Drama,Basic
U004929,Casual Viewer,0.6989,4.6000,10,Drama,Basic
U004930,Casual Viewer,0.7486,1.7143,7,Drama,Premium
U004931,Binge Viewer,0.8619,6.2222,9,Romance,Standard
U004932,Casual Viewer,0.6011,3.0000,6,Comedy,Basic
U004933,Drop-off Risk,0.1896,2.3333,3,Animation,Premium
U004934,Casual Viewer,0.6645,4.2500,4,Comedy,Standard
U004935,Casual Viewer,0.4629,5.8889,9,Drama,Premium
U004936,Casual Viewer,0.7176,4.7500,4,Sci-Fi,Premium
U004937,Binge Viewer,0.7540,4.1667,6,Drama,Premium
U004938,Casual Viewer,0.6619,3.5714,7,Action,Basic
U004939,Casual Viewer,0.7560,2.8333,6,Drama,Basic
U004940,Casual Viewer,0.7054,1.3750,8,Action,Standard
U004941,Casual Viewer,0.7081,9.5000,4,Documentary,Standard
U004942,Casual Viewer,0.7952,1.1429,7,Romance,Premium
U004943,Casual Viewer,0.7187,6.7500,12,Drama,Standard
U004944,Casual Viewer,0.8611,1.0000,6,Comedy,Standard
U004945,Casual Viewer,0.7322,1.8571,7,Romance,Standard
U004946,Casual Viewer,0.6567,5.5714,7,Action,Standard
U004947,Binge Viewer,0.8125,3.1250,8,Drama,Standard
U004948,Casual Viewer,0.6582,5.0000,4,Drama,Standard
U004949,Casual Viewer,0.5317,2.2000,5,Animation,Basic
U004950,Binge Viewer,0.8036,5.6667,3,Comedy,Basic
U004951,Binge Viewer,1.0000,3.6667,3,Animation,Basic
U004952,Binge Viewer,0.7544,8.0000,6,Comedy,Standard
U004953,Binge Viewer,0.9608,5.6667,3,Action,Basic
U004954,Casual Viewer,0.7492,4.6667,6,Action,Premium
U004955,Casual Viewer,0.5210,6.0000,4,Comedy,Basic
U004956,Binge Viewer,0.9111,4.6667,3,Action,Premium
U004957,Binge Viewer,0.7871,10.0000,5,Comedy,Basic
U004958,Casual Viewer,0.7033,5.4286,7,Comedy,Basic
U004959,Casual Viewer,0.6909,4.1429,7,Drama,Basic
U004960,Casual Viewer,0.6920,5.2500,4,Action,Premium
U004961,Binge Viewer,0.7569,6.6000,5,Documentary,Standard
U004962,Casual Viewer,0.5040,6.6000,5,Action,Premium
U004963,Casual Viewer,0.8889,1.3333,3,Action,Standard
U004964,Binge Viewer,0.8339,6.1667,6,Thriller,Premium
U004965,Binge Viewer,0.8993,5.8333,6,Comedy,Standard
U004966,Casual Viewer,0.6429,2.5000,2,Documentary,Standard
U004967,Casual Viewer,0.8800,2.2000,5,Action,Basic
U004968,Casual Viewer,0.7500,2.6667,3,Documentary,Basic
U004969,Binge Viewer,0.8661,9.0000,8,Romance,Premium
U004970,Binge Viewer,0.8910,6.3333,3,Drama,Premium
U004971,Binge Viewer,0.8580,5.0000,4,Drama,Basic
U004972,Binge Viewer,0.8348,7.0000,10,Animation,Standard
U004973,Casual Viewer,1.0000,1.0000,2,Documentary,Premium
U004974,Binge Viewer,0.7576,3.2000,5,Comedy,Basic
U004975,Casual Viewer,0.6024,4.6000,5,Comedy,Basic
U004976,Casual Viewer,0.7462,5.2500,4,Action,Basic
U004977,Casual Viewer,0.7433,3.6000,5,Drama,Standard
U004978,Drop-off Risk,0.1765,3.0000,1,Animation,Standard
U004979,Casual Viewer,0.5127,7.2000,5,Drama,Premium
U004980,Casual Viewer,0.8111,2.6000,5,Sci-Fi,Premium
U004981,Casual Viewer,0.4188,6.0000,5,Thriller,Standard
U004982,Binge Viewer,0.8235,6.0000,2,Action,Basic
U004983,Casual Viewer,0.5556,2.3333,3,Comedy,Standard
U004984,Casual Viewer,0.6219,6.4000,5,Action,Standard
U004985,Casual Viewer,0.6842,2.6667,3,Comedy,Standard
U004986,Casual Viewer,0.5401,3.3333,3,Action,Basic
U004987,Casual Viewer,0.8000,2.0000,5,Action,Standard
U004988,Binge Viewer,0.8085,7.1429,7,Thriller,Standard
U004989,Drop-off Risk,0.3647,3.0000,3,Documentary,Standard
U004990,Drop-off Risk,0.3201,3.3333,3,Action,Standard
U004991,Casual Viewer,1.0000,2.0000,2,Action,Standard
U004992,Binge Viewer,0.8259,5.2222,9,Drama,Standard
U004993,Casual Viewer,0.5067,5.0000,6,Comedy,Premium
U004994,Casual Viewer,0.6817,5.4286,7,Action,Premium
U004995,Casual Viewer,0.6974,3.1250,8,Documentary,Premium
U004996,Casual Viewer,0.6818,2.5000,2,Drama,Standard
U004997,Casual Viewer,0.6850,6.8750,8,Comedy,Premium
U004998,Binge Viewer,1.0000,3.3333,3,Comedy,Basic
U004999,Casual Viewer,0.5222,1.6667,3,Comedy,Basic
U005000,Casual Viewer,0.7576,1.2857,7,Drama,Standard
U005001,Binge Viewer,0.8510,9.0000,4,Action,Standard
U005002,Casual Viewer,0.6232,7.3333,3,Thriller,Standard
U005003,Casual Viewer,0.7374,7.8000,5,Action,Basic
U005004,Binge Viewer,0.9714,3.1429,7,Comedy,Basic
U005005,Binge Viewer,0.7615,3.4444,9,Action,Premium
U005006,Binge Viewer,0.8510,5.0000,5,Comedy,Standard
U005007,Casual Viewer,0.7885,1.2500,4,Animation,Basic
U005008,Casual Viewer,0.6522,14.5000,2,Animation,Basic
U005009,Binge Viewer,0.7893,4.1250,8,Comedy,Premium
U005010,Casual Viewer,0.5873,9.7500,4,Comedy,Standard
U005011,Casual Viewer,0.9048,2.3333,3,Comedy,Standard
U005012,Binge Viewer,0.8148,3.3333,3,Comedy,Premium
U005013,Casual Viewer,0.7385,8.6667,3,Documentary,Standard
U005014,Casual Viewer,0.6138,6.0000,3,Action,Standard
U005015,Casual Viewer,0.7244,2.2000,5,Thriller,Basic
U005016,Casual Viewer,0.6591,2.1667,6,Action,Basic
U005017,Binge Viewer,0.7892,3.5714,7,Drama,Standard
U005018,Binge Viewer,0.7963,9.8333,6,Action,Basic
U005019,Casual Viewer,0.7000,5.3333,3,Action,Basic
U005020,Casual Viewer,0.6217,6.8000,5,Action,Basic
U005021,Casual Viewer,0.4782,4.8000,5,Thriller,Standard
U005022,Casual Viewer,0.7362,7.5714,7,Animation,Standard
U005023,Casual Viewer,0.4145,3.6000,5,Action,Standard
U005024,Casual Viewer,0.5315,8.6667,3,Documentary,Premium
U005025,Casual Viewer,0.7473,3.0000,8,Sci-Fi,Basic
U005026,Casual Viewer,0.7451,2.0000,3,Comedy,Basic
U005027,Casual Viewer,0.5824,11.0000,2,Action,Standard
U005028,Casual Viewer,0.5119,1.3333,3,Comedy,Standard
U005029,Drop-off Risk,0.2308,3.0000,1,Comedy,Basic
U005030,Binge Viewer,0.8318,6.3333,6,Drama,Standard
U005031,Casual Viewer,0.6932,7.7500,4,Action,Standard
U005032,Casual Viewer,0.5252,2.5000,4,Thriller,Basic
U005033,Casual Viewer,0.6136,4.6000,5,Action,Standard
U005034,Casual Viewer,0.9091,2.5000,4,Action,Standard
U005035,Drop-off Risk,0.2857,2.0000,1,Animation,Premium
U005036,Drop-off Risk,0.0952,2.0000,1,Thriller,Basic
U005037,Casual Viewer,0.7107,2.2857,7,Comedy,Premium
U005038,Casual Viewer,0.5590,3.5000,4,Comedy,Basic
U005039,Casual Viewer,0.6815,5.7500,4,Action,Standard
U005040,Casual Viewer,0.7250,2.0000,5,Comedy,Basic
U005041,Binge Viewer,0.7521,6.2000,5,Action,Premium
U005042,Binge Viewer,1.0000,3.7500,4,Action,Standard
U005043,Casual Viewer,0.8889,1.3333,3,Horror,Basic
U005044,Casual Viewer,0.6735,5.6250,8,Comedy,Standard
U005045,Casual Viewer,0.6027,3.6000,5,Comedy,Standard
U005046,Binge Viewer,0.7708,4.6667,3,Thriller,Premium
U005047,Casual Viewer,0.6082,4.0000,3,Drama,Standard
U005048,Casual Viewer,0.4242,5.0000,6,Horror,Standard
U005049,Casual Viewer,0.5917,1.8000,5,Action,Standard
U005050,Binge Viewer,0.8036,6.8571,7,Action,Standard
U005051,Casual Viewer,0.6177,6.0000,4,Comedy,Premium
U005052,Binge Viewer,0.8987,8.1000,10,Sci-Fi,Premium
U005053,Casual Viewer,0.6887,3.2500,4,Animation,Basic
U005054,Casual Viewer,0.6188,4.6000,5,Thriller,Premium
U005055,Casual Viewer,0.7422,4.2222,9,Drama,Standard
U005056,Casual Viewer,0.5458,3.6667,3,Action,Premium
U005057,Casual Viewer,0.7213,5.1429,7,Thriller,Standard
U005058,Casual Viewer,0.7074,8.6250,8,Comedy,Premium
U005059,Casual Viewer,0.5473,3.2500,4,Thriller,Standard
U005060,Casual Viewer,0.9196,3.0000,7,Action,Basic
U005061,Casual Viewer,0.6503,3.1250,8,Action,Standard
U005062,Binge Viewer,0.7587,16.0000,3,Documentary,Premium
U005063,Binge Viewer,0.8092,7.8000,5,Comedy,Premium
U005064,Casual Viewer,0.7290,5.5000,6,Comedy,Standard
U005065,Casual Viewer,0.7045,1.4000,5,Horror,Standard
U005066,Casual Viewer,0.5859,7.0000,4,Animation,Standard
U005067,Casual Viewer,0.6316,5.7143,7,Drama,Basic
U005068,Binge Viewer,0.7984,5.5000,8,Action,Standard
U005069,Drop-off Risk,0.2747,5.6000,5,Action,Basic
U005070,Casual Viewer,0.6128,3.6667,3,Drama,Standard
U005071,Casual Viewer,0.5000,6.0000,1,Comedy,Premium
U005072,Casual Viewer,0.6667,2.0000,2,Action,Basic
U005073,Binge Viewer,0.8300,8.5000,4,Sci-Fi,Standard
U005074,Casual Viewer,0.5955,8.3333,6,Documentary,Basic
U005075,Casual Viewer,0.5838,6.0000,7,Comedy,Basic
U005076,Casual Viewer,0.6592,7.0000,7,Horror,Premium
U005077,Casual Viewer,0.5732,3.2000,5,Comedy,Premium
U005078,Casual Viewer,0.4327,6.2500,4,Comedy,Basic
U005079,Casual Viewer,0.8750,2.8333,6,Action,Basic
U005080,Drop-off Risk,0.2874,3.5000,2,Horror,Standard
U005081,Casual Viewer,0.6713,5.5000,6,Documentary,Premium
U005082,Binge Viewer,0.7699,8.3333,3,Comedy,Premium
U005083,Casual Viewer,0.7394,5.8000,5,Thriller,Premium
U005084,Binge Viewer,0.8352,4.5556,9,Action,Basic
U005085,Casual Viewer,0.6620,3.1667,6,Thriller,Standard
U005086,Binge Viewer,0.7785,5.0000,11,Thriller,Premium
U005087,Casual Viewer,0.6802,6.4000,5,Action,Premium
U005088,Casual Viewer,0.7065,9.0000,6,Comedy,Basic
U005089,Binge Viewer,0.8409,3.4286,7,Documentary,Basic
U005090,Binge Viewer,0.9286,4.3333,3,Comedy,Premium
U005091,Binge Viewer,0.7670,7.5000,2,Drama,Premium
U005092,Binge Viewer,0.7611,5.2500,4,Thriller,Premium
U005093,Casual Viewer,0.7093,9.5000,4,Drama,Basic
U005094,Casual Viewer,0.7085,8.0000,5,Action,Basic
U005095,Drop-off Risk,0.3708,8.5000,2,Sci-Fi,Basic
U005096,Casual Viewer,0.4776,2.3333,3,Drama,Basic
U005097,Binge Viewer,0.8365,5.0000,4,Action,Standard
U005098,Casual Viewer,0.6650,5.5714,7,Horror,Premium
U005099,Casual Viewer,0.7778,1.3333,3,Drama,Basic
U005100,Casual Viewer,0.6247,6.0000,9,Drama,Basic
U005101,Casual Viewer,1.0000,1.0000,2,Comedy,Standard
U005102,Casual Viewer,0.6529,3.4286,7,Drama,Standard
U005103,Casual Viewer,0.4402,2.6667,3,Comedy,Standard
U005104,Casual Viewer,0.6283,2.5000,6,Thriller,Premium
U005105,Casual Viewer,0.4050,6.2000,5,Documentary,Standard
U005106,Casual Viewer,0.5171,5.4000,5,Action,Premium
U005107,Casual Viewer,0.5341,10.0000,2,Comedy,Premium
U005108,Binge Viewer,0.8571,3.2500,4,Comedy,Basic
U005109,Casual Viewer,0.6871,5.7778,9,Documentary,Standard
U005110,Casual Viewer,0.7074,2.4444,9,Animation,Standard
U005111,Casual Viewer,0.6116,6.5000,8,Thriller,Basic
U005112,Binge Viewer,0.7985,8.8000,5,Drama,Standard
U005113,Casual Viewer,0.7346,3.8000,5,Action,Premium
U005114,Casual Viewer,0.5112,5.0000,5,Comedy,Standard
U005115,Casual Viewer,0.6000,12.0000,1,Thriller,Premium
U005116,Drop-off Risk,0.3333,1.0000,1,Documentary,Premium
U005117,Casual Viewer,0.5695,7.1429,7,Action,Basic
U005118,Binge Viewer,0.7843,3.6667,3,Drama,Premium
U005119,Drop-off Risk,0.3750,3.0000,2,Documentary,Standard
U005120,Binge Viewer,0.8234,4.6667,6,Comedy,Standard
U005121,Binge Viewer,0.8091,7.0000,4,Drama,Basic
U005122,Casual Viewer,0.5352,3.8750,8,Drama,Standard
U005123,Casual Viewer,0.5054,5.1667,6,Drama,Basic
U005124,Binge Viewer,0.8024,5.5000,6,Comedy,Standard
U005125,Casual Viewer,0.4818,1.6000,5,Comedy,Standard
U005126,Casual Viewer,0.6283,2.6000,5,Romance,Basic
U005127,Casual Viewer,0.7007,6.5714,7,Reality,Standard
U005128,Casual Viewer,0.8646,2.8750,8,Action,Basic
U005129,Casual Viewer,0.7309,5.8000,5,Thriller,Premium
U005130,Casual Viewer,0.6622,5.5000,4,Action,Standard
U005131,Binge Viewer,0.7592,8.2000,5,Comedy,Standard
U005132,Casual Viewer,0.5444,3.1429,7,Documentary,Basic
U005133,Casual Viewer,0.9048,1.3333,6,Drama,Basic
U005134,Binge Viewer,0.9524,4.0000,6,Drama,Basic
U005135,Casual Viewer,0.6633,3.2000,5,Comedy,Premium
U005136,Binge Viewer,0.7841,10.2000,5,Romance,Basic
U005137,Casual Viewer,0.7041,5.8750,8,Animation,Basic
U005138,Casual Viewer,0.6455,2.0000,5,Action,Premium
U005139,Casual Viewer,0.6981,5.0000,6,Romance,Standard
U005140,Casual Viewer,0.7583,1.5714,7,Sci-Fi,Standard
U005141,Binge Viewer,0.8205,3.4000,5,Horror,Basic
U005142,Casual Viewer,0.6635,7.3750,8,Action,Standard
U005143,Casual Viewer,0.7023,4.1667,6,Animation,Basic
U005144,Drop-off Risk,0.3222,2.0000,3,Action,Premium
U005145,Binge Viewer,0.8926,8.6667,3,Drama,Basic
U005146,Casual Viewer,0.6370,5.5000,4,Action,Standard
U005147,Binge Viewer,0.7619,6.0000,2,Drama,Premium
U005148,Binge Viewer,0.7870,7.4286,7,Action,Standard
U005149,Casual Viewer,0.6471,3.0000,2,Action,Premium
U005150,Casual Viewer,0.7460,3.8333,6,Action,Basic
U005151,Casual Viewer,0.7250,2.0000,5,Drama,Basic
U005152,Casual Viewer,1.0000,1.0000,4,Drama,Basic
U005153,Casual Viewer,0.7335,8.2500,4,Action,Standard
U005154,Casual Viewer,0.5537,6.7143,7,Action,Standard
U005155,Binge Viewer,0.8574,5.2500,4,Comedy,Basic
U005156,Binge Viewer,0.7868,7.5000,4,Drama,Premium
U005157,Casual Viewer,0.7357,7.1000,10,Drama,Basic
U005158,Binge Viewer,0.7995,5.2500,4,Action,Standard
U005159,Casual Viewer,0.6214,1.2500,4,Action,Premium
U005160,Binge Viewer,1.0000,5.5000,4,Documentary,Standard
U005161,Casual Viewer,0.6747,7.6667,3,Horror,Basic
U005162,Casual Viewer,0.6100,4.6667,12,Action,Standard
U005163,Binge Viewer,0.7959,8.2000,5,Action,Standard
U005164,Binge Viewer,0.8431,7.8571,7,Comedy,Basic
U005165,Casual Viewer,0.7117,4.2000,5,Drama,Basic
U005166,Binge Viewer,0.9091,9.5000,2,Romance,Standard
U005167,Casual Viewer,0.6644,2.8000,5,Romance,Basic
U005168,Casual Viewer,0.6932,3.8750,8,Drama,Premium
U005169,Casual Viewer,0.5443,5.5000,4,Documentary,Standard
U005170,Casual Viewer,0.7167,9.5000,4,Animation,Standard
U005171,Casual Viewer,0.6053,7.5000,4,Documentary,Basic
U005172,Casual Viewer,0.7479,4.4545,11,Documentary,Basic
U005173,Binge Viewer,0.8033,3.4000,5,Animation,Basic
U005174,Binge Viewer,0.9111,5.6000,5,Action,Standard
U005175,Casual Viewer,0.8750,2.0000,2,Comedy,Premium
U005176,Casual Viewer,0.5909,2.1429,7,Horror,Premium
U005177,Casual Viewer,0.8462,2.0000,4,Romance,Premium
U005178,Casual Viewer,0.6848,1.8571,7,Documentary,Standard
U005179,Casual Viewer,0.4861,9.0000,6,Thriller,Premium
U005180,Casual Viewer,0.9111,1.7778,9,Action,Standard
U005181,Casual Viewer,0.4669,4.4000,5,Animation,Premium
U005182,Binge Viewer,0.7851,7.0000,6,Romance,Premium
U005183,Binge Viewer,0.8062,6.8571,7,Comedy,Standard
U005184,Casual Viewer,0.9333,1.4000,5,Reality,Standard
U005185,Binge Viewer,0.7878,3.7143,7,Horror,Basic
U005186,Casual Viewer,0.8361,2.1429,7,Romance,Basic
U005187,Binge Viewer,0.7941,5.5000,2,Reality,Standard
U005188,Casual Viewer,0.6817,3.2000,5,Drama,Premium
U005189,Casual Viewer,0.6849,4.2000,5,Thriller,Standard
U005190,Casual Viewer,0.5794,9.6000,5,Comedy,Standard
U005191,Casual Viewer,0.6907,4.7500,8,Action,Premium
U005192,Casual Viewer,0.7136,3.0000,8,Drama,Premium
U005193,Casual Viewer,0.5321,5.2000,5,Thriller,Basic
U005194,Casual Viewer,0.6562,5.5000,6,Drama,Basic
U005195,Casual Viewer,0.6333,1.3333,3,Thriller,Premium
U005196,Casual Viewer,0.6087,14.0000,1,Romance,Premium
U005197,Binge Viewer,0.8393,4.2500,8,Drama,Premium
U005198,Casual Viewer,0.5542,1.0000,4,Action,Standard
U005199,Drop-off Risk,0.3783,7.0000,2,Romance,Premium
U005200,Casual Viewer,0.4545,5.0000,1,Sci-Fi,Standard
U005201,Casual Viewer,0.8418,2.1429,7,Drama,Basic
U005202,Casual Viewer,0.9375,2.2500,4,Comedy,Standard
U005203,Binge Viewer,0.8254,4.6250,8,Documentary,Standard
U005204,Casual Viewer,0.9615,2.6667,6,Action,Basic
U005205,Binge Viewer,0.8845,4.4000,5,Comedy,Premium
U005206,Casual Viewer,0.8750,2.0000,2,Action,Premium
U005207,Casual Viewer,0.6889,3.0000,3,Action,Basic
U005208,Casual Viewer,0.6136,2.5000,4,Comedy,Premium
U005209,Casual Viewer,0.7500,4.2500,8,Thriller,Standard
U005210,Casual Viewer,0.7287,1.8750,8,Comedy,Standard
U005211,Casual Viewer,0.4633,7.3333,3,Action,Standard
U005212,Casual Viewer,0.7143,5.0000,1,Sci-Fi,Standard
U005213,Binge Viewer,0.7702,5.7500,4,Thriller,Standard
U005214,Binge Viewer,1.0000,6.2000,5,Animation,Basic
U005215,Casual Viewer,0.9583,3.0000,3,Thriller,Premium
U005216,Drop-off Risk,0.3500,7.0000,1,Reality,Premium
U005217,Drop-off Risk,0.1250,3.0000,1,Action,Standard
U005218,Casual Viewer,0.6805,8.3333,6,Animation,Basic
U005219,Casual Viewer,0.5812,6.4000,5,Drama,Standard
U005220,Casual Viewer,0.6916,6.0000,3,Drama,Basic
U005221,Casual Viewer,0.6985,5.2000,5,Animation,Basic
U005222,Drop-off Risk,0.2770,3.4000,5,Sci-Fi,Basic
U005223,Casual Viewer,0.6131,2.7500,4,Comedy,Standard
U005224,Binge Viewer,0.8571,3.5000,2,Comedy,Standard
U005225,Binge Viewer,0.8126,5.4286,7,Animation,Basic
U005226,Binge Viewer,0.7582,10.2500,4,Comedy,Basic
U005227,Binge Viewer,0.7608,7.0000,3,Comedy,Standard
U005229,Binge Viewer,0.7741,6.6667,3,Action,Premium
U005230,Casual Viewer,0.7313,3.0000,12,Thriller,Standard
U005231,Binge Viewer,0.8405,8.0000,3,Drama,Basic
U005232,Casual Viewer,0.5771,3.4000,5,Romance,Standard
U005233,Casual Viewer,0.6343,3.4000,5,Romance,Standard
U005234,Casual Viewer,0.7826,1.5000,4,Drama,Premium
U005235,Binge Viewer,0.7933,6.8333,6,Documentary,Basic
U005236,Casual Viewer,0.6842,1.0000,3,Comedy,Premium
U005237,Binge Viewer,1.0000,4.0000,2,Action,Standard
U005238,Binge Viewer,0.7804,5.6364,11,Drama,Basic
U005239,Binge Viewer,0.8891,7.2500,8,Animation,Premium
U005240,Casual Viewer,0.5670,3.0000,5,Romance,Premium
U005241,Casual Viewer,0.4625,4.6667,3,Documentary,Standard
U005242,Casual Viewer,0.8958,2.5000,4,Horror,Basic
U005243,Casual Viewer,0.7179,4.0000,4,Action,Premium
U005244,Casual Viewer,0.5916,8.4286,14,Comedy,Premium
U005245,Casual Viewer,0.7755,2.8000,5,Drama,Premium
U005246,Casual Viewer,0.6389,6.0000,3,Action,Standard
U005247,Casual Viewer,0.6948,3.0000,4,Action,Basic
U005248,Binge Viewer,0.7731,5.0000,10,Action,Basic
U005249,Casual Viewer,0.5992,3.8000,5,Drama,Standard
U005250,Casual Viewer,0.8330,1.8571,7,Action,Standard
U005251,Casual Viewer,1.0000,1.0000,2,Drama,Premium
U005252,Casual Viewer,0.6330,2.5714,7,Action,Standard
U005253,Binge Viewer,0.9846,3.8000,5,Thriller,Basic
U005254,Casual Viewer,0.8333,1.6667,3,Action,Basic
U005255,Binge Viewer,0.9497,4.1429,7,Horror,Basic
U005256,Casual Viewer,0.8535,2.1111,9,Comedy,Basic
U005257,Casual Viewer,0.6515,7.6000,5,Drama,Basic
U005258,Binge Viewer,0.7504,3.4286,7,Horror,Standard
U005259,Casual Viewer,0.7313,3.2857,7,Comedy,Basic
U005260,Casual Viewer,0.6533,4.4000,5,Drama,Basic
U005261,Casual Viewer,0.9444,2.5000,4,Thriller,Standard
U005262,Casual Viewer,0.4715,2.6000,5,Drama,Basic
U005263,Casual Viewer,0.4375,4.7500,4,Drama,Premium
U005264,Casual Viewer,0.5361,2.6667,3,Comedy,Standard
U005265,Binge Viewer,0.9107,4.0000,7,Drama,Basic
U005266,Binge Viewer,0.8906,4.7500,4,Animation,Basic
U005267,Binge Viewer,0.9500,3.2500,4,Action,Basic
U005268,Binge Viewer,0.8590,14.6667,3,Action,Standard
U005269,Casual Viewer,1.0000,1.0000,3,Comedy,Standard
U005270,Binge Viewer,0.7901,6.0000,7,Sci-Fi,Standard
U005271,Casual Viewer,0.6250,6.2500,4,Thriller,Standard
U005272,Casual Viewer,0.7167,2.8000,5,Comedy,Standard
U005273,Casual Viewer,0.6750,6.0000,3,Drama,Standard
U005274,Casual Viewer,0.6027,3.8000,5,Animation,Basic
U005275,Casual Viewer,1.0000,1.0000,3,Action,Standard
U005276,Binge Viewer,0.8068,8.2500,4,Documentary,Standard
U005277,Casual Viewer,0.7163,1.6667,6,Action,Basic
U005278,Casual Viewer,0.7969,3.0000,4,Sci-Fi,Standard
U005279,Casual Viewer,0.6491,1.6000,5,Drama,Premium
U005280,Binge Viewer,0.8100,8.5714,7,Thriller,Basic
U005281,Binge Viewer,0.9762,5.5000,4,Animation,Basic
U005282,Casual Viewer,0.7073,6.0000,6,Comedy,Standard
U005283,Casual Viewer,0.6869,6.0000,4,Action,Basic
U005284,Casual Viewer,0.6610,4.2500,8,Comedy,Standard
U005285,Casual Viewer,0.7092,2.5000,4,Action,Basic
U005286,Casual Viewer,0.7396,2.7500,4,Comedy,Premium
U005287,Binge Viewer,0.7965,5.7500,4,Animation,Standard
U005288,Casual Viewer,0.4412,2.5714,7,Comedy,Basic
U005289,Casual Viewer,0.5737,4.5000,4,Action,Premium
U005290,Casual Viewer,0.6208,4.4000,10,Horror,Standard
U005291,Casual Viewer,1.0000,1.0000,3,Action,Standard
U005292,Casual Viewer,0.6551,6.5714,7,Action,Premium
U005293,Casual Viewer,0.4996,1.6000,5,Comedy,Basic
U005294,Casual Viewer,0.6487,7.2857,7,Drama,Basic
U005295,Casual Viewer,0.7083,1.0000,3,Horror,Standard
U005296,Binge Viewer,0.9028,3.5000,4,Documentary,Premium
U005297,Casual Viewer,0.8889,2.0000,3,Action,Basic
U005298,Casual Viewer,1.0000,2.3333,3,Romance,Basic
U005299,Casual Viewer,0.5351,3.8333,6,Comedy,Basic
U005300,Casual Viewer,0.7135,3.5000,4,Animation,Standard
U005301,Casual Viewer,0.4951,3.2500,4,Romance,Premium
U005302,Binge Viewer,0.8511,6.3750,8,Drama,Standard
U005303,Binge Viewer,0.9253,9.0000,5,Action,Standard
U005304,Binge Viewer,0.9603,5.4286,7,Action,Standard
U005305,Casual Viewer,0.7333,1.6667,3,Comedy,Basic
U005306,Casual Viewer,0.7227,5.4286,7,Comedy,Basic
U005307,Casual Viewer,0.5833,4.3333,3,Horror,Standard
U005308,Binge Viewer,0.7993,11.5714,7,Comedy,Premium
U005309,Casual Viewer,0.6105,4.0000,5,Animation,Standard
U005310,Casual Viewer,0.6944,1.0000,3,Action,Basic
U005311,Casual Viewer,0.7509,3.0000,10,Action,Basic
U005312,Binge Viewer,0.7779,4.0000,10,Action,Standard
U005313,Casual Viewer,0.8333,1.5000,2,Reality,Standard
U005314,Casual Viewer,0.7083,1.3333,3,Drama,Premium
U005315,Casual Viewer,0.6917,7.3333,3,Animation,Standard
U005316,Casual Viewer,0.6715,3.2500,8,Drama,Standard
U005317,Binge Viewer,0.7588,5.4286,7,Romance,Premium
U005318,Casual Viewer,0.4735,10.3333,3,Documentary,Standard
U005319,Casual Viewer,0.6807,5.8571,7,Drama,Premium
U005320,Casual Viewer,0.5587,2.6250,8,Documentary,Basic
U005321,Casual Viewer,0.7005,5.6667,3,Horror,Basic
U005322,Casual Viewer,0.5536,2.6667,3,Animation,Standard
U005323,Casual Viewer,0.6944,5.3333,6,Comedy,Basic
U005324,Casual Viewer,0.5556,2.6667,3,Reality,Basic
U005325,Casual Viewer,0.9111,2.0000,5,Action,Basic
U005326,Casual Viewer,0.4653,3.0000,3,Romance,Basic
U005327,Binge Viewer,0.8304,5.7500,4,Comedy,Standard
U005328,Binge Viewer,0.7824,3.7778,9,Action,Premium
U005329,Casual Viewer,0.7320,8.5000,4,Drama,Standard
U005330,Casual Viewer,0.6667,1.0000,2,Comedy,Basic
U005331,Casual Viewer,0.5845,7.0000,4,Documentary,Premium
U005332,Casual Viewer,0.6036,6.5000,4,Romance,Premium
U005333,Casual Viewer,0.5470,6.2000,5,Comedy,Premium
U005334,Binge Viewer,0.9432,5.0000,4,Comedy,Standard
U005335,Drop-off Risk,0.3516,6.2857,7,Action,Standard
U005336,Casual Viewer,0.5721,5.0000,6,Action,Standard
U005337,Casual Viewer,0.6293,5.0000,5,Action,Basic
U005338,Casual Viewer,0.4609,6.3333,3,Animation,Standard
U005339,Casual Viewer,0.5203,6.5000,8,Comedy,Standard
U005340,Binge Viewer,0.8333,4.6667,3,Comedy,Basic
U005341,Casual Viewer,0.6685,10.0000,7,Thriller,Premium
U005342,Binge Viewer,0.8917,4.2500,4,Sci-Fi,Basic
U005343,Binge Viewer,0.9710,7.6667,3,Documentary,Basic
U005344,Binge Viewer,0.9043,12.0000,3,Comedy,Basic
U005345,Binge Viewer,0.9250,7.0000,4,Comedy,Premium
U005346,Drop-off Risk,0.3214,2.0000,2,Documentary,Premium
U005347,Casual Viewer,0.7208,1.7500,4,Action,Standard
U005348,Casual Viewer,0.6711,3.2222,9,Romance,Basic
U005349,Casual Viewer,0.4842,4.0000,4,Comedy,Basic
U005350,Casual Viewer,0.6671,3.7143,7,Drama,Basic
U005351,Casual Viewer,0.4827,3.5000,6,Comedy,Premium
U005352,Binge Viewer,0.8690,5.7778,9,Documentary,Basic
U005353,Casual Viewer,0.6952,5.2000,5,Comedy,Premium
U005354,Casual Viewer,0.6591,2.3333,6,Drama,Standard
U005355,Casual Viewer,1.0000,1.0000,2,Documentary,Premium
